油站名称,油站编码,油品名称,罐号,油品编码,日期,历史销量,当天温度,当天油价,节假日,当时天气
金哈达,MD6B,95号 车用汽油(ⅥB),4,300873,2023/5/8,755,20.2,9325.83,工作日,晴
新四姑娘山,MD6E,0号 车用柴油(Ⅵ),1,300863,2023/5/8,554,26.6,8634.97,工作日,晴
新四姑娘山,MD6E,92号 车用汽油(ⅥB),2,300874,2023/5/8,1924,26.6,9061.73,工作日,晴
新四姑娘山,MD6E,95号 车用汽油(ⅥB),3,300873,2023/5/8,2772,26.6,9325.83,工作日,晴
新四姑娘山,MD6E,92号 车用汽油(ⅥB),4,300874,2023/5/8,2219,26.6,9061.73,工作日,晴
新四姑娘山,MD6E,0号 车用柴油(Ⅵ),5,300863,2023/5/8,96,26.6,8634.97,工作日,晴
马尔康俄而雅,MD6F,0号 车用柴油(Ⅵ),1,300863,2023/5/8,1185,31.3,8634.97,工作日,晴
马尔康俄而雅,MD6F,0号 车用柴油(Ⅵ),2,300863,2023/5/8,7642,31.3,8634.97,工作日,晴
马尔康俄而雅,MD6F,92号 车用汽油(ⅥB),3,300874,2023/5/8,12440,31.3,9061.73,工作日,晴
马尔康俄而雅,MD6F,92号 车用汽油(ⅥB),4,300874,2023/5/8,106,31.3,9061.73,工作日,晴
马尔康俄而雅,MD6F,95号 车用汽油(ⅥB),5,300873,2023/5/8,6658,31.3,9325.83,工作日,晴
岷江千禧,MD80,0号 车用柴油(Ⅵ),1,300863,2023/5/8,1837,26.5,8634.97,工作日,阴
岷江千禧,MD80,92号 车用汽油(ⅥB),2,300874,2023/5/8,3181,26.5,9061.73,工作日,阴
岷江千禧,MD80,95号 车用汽油(ⅥB),3,300873,2023/5/8,4412,26.5,9325.83,工作日,阴
岷江千禧,MD80,92号 车用汽油(ⅥB),4,300874,2023/5/8,3358,26.5,9061.73,工作日,阴
岷江万里,MD82,95号 车用汽油(ⅥB),2,300873,2023/5/8,2555,26.1,9325.83,工作日,小雨
岷江万里,MD82,92号 车用汽油(ⅥB),3,300874,2023/5/8,3844,26.1,9061.73,工作日,小雨
岷江万里,MD82,0号 车用柴油(Ⅵ),4,300863,2023/5/8,224,26.1,8634.97,工作日,小雨
岷江金山,MD83,92号 车用汽油(ⅥB),1,300874,2023/5/8,1673,25.6,9061.73,工作日,阴
岷江金山,MD83,95号 车用汽油(ⅥB),2,300873,2023/5/8,746,25.6,9325.83,工作日,阴
岷江金山,MD83,0号 车用柴油(Ⅵ),3,300863,2023/5/8,1055,25.6,8634.97,工作日,阴
岷江兴桥,MD84,0号 车用柴油(Ⅵ),1,300863,2023/5/8,1236,24.6,8634.97,工作日,阴
岷江兴桥,MD84,92号 车用汽油(ⅥB),2,300874,2023/5/8,1110,24.6,9061.73,工作日,阴
岷江兴桥,MD84,95号 车用汽油(ⅥB),3,300873,2023/5/8,681,24.6,9325.83,工作日,阴
岷江兴桥,MD84,92号 车用汽油(ⅥB),4,300874,2023/5/8,1011,24.6,9061.73,工作日,阴
岷江升平,MD85,0号 车用柴油(Ⅵ),1,300863,2023/5/8,854,27.7,8634.97,工作日,晴
岷江升平,MD85,92号 车用汽油(ⅥB),2,300874,2023/5/8,2758,27.7,9061.73,工作日,晴
岷江升平,MD85,95号 车用汽油(ⅥB),3,300873,2023/5/8,1087,27.7,9325.83,工作日,晴
岷江彭北,MD86,92号 车用汽油(ⅥB),1,300874,2023/5/8,9493,22.6,9061.73,工作日,阴
岷江彭北,MD86,92号 车用汽油(ⅥB),2,300874,2023/5/8,6705,22.6,9061.73,工作日,阴
岷江彭北,MD86,95号 车用汽油(ⅥB),3,300873,2023/5/8,12429,22.6,9325.83,工作日,阴
岷江彭北,MD86,0号 车用柴油(Ⅵ),4,300863,2023/5/8,3338,22.6,8634.97,工作日,阴
岷江百贤,MD88,0号 车用柴油(Ⅵ),1,300863,2023/5/8,436,25,8634.97,工作日,阴
岷江百贤,MD88,92号 车用汽油(ⅥB),2,300874,2023/5/8,0,25,9061.73,工作日,阴
岷江百贤,MD88,92号 车用汽油(ⅥB),3,300874,2023/5/8,1441,25,9061.73,工作日,阴
岷江百贤,MD88,95号 车用汽油(ⅥB),4,300873,2023/5/8,846,25,9325.83,工作日,阴
岷江九尺,MD89,95号 车用汽油(ⅥB),1,300873,2023/5/8,2572,24.8,9325.83,工作日,晴
岷江九尺,MD89,92号 车用汽油(ⅥB),2,300874,2023/5/8,1273,24.8,9061.73,工作日,晴
岷江九尺,MD89,0号 车用柴油(Ⅵ),3,300863,2023/5/8,2817,24.8,8634.97,工作日,晴
岷江九尺,MD89,92号 车用汽油(ⅥB),4,300874,2023/5/8,5196,24.8,9061.73,工作日,晴
岷江牡丹,MD8B,0号 车用柴油(Ⅵ),1,300863,2023/5/8,3883,28.6,8634.97,工作日,小雨
岷江牡丹,MD8B,92号 车用汽油(ⅥB),2,300874,2023/5/8,7083,28.6,9061.73,工作日,小雨
岷江牡丹,MD8B,95号 车用汽油(ⅥB),3,300873,2023/5/8,5762,28.6,9325.83,工作日,小雨
岷江光辉,MD8C,0号 车用柴油(Ⅵ),1,300863,2023/5/8,962,28.9,8634.97,工作日,小雨
岷江光辉,MD8C,92号 车用汽油(ⅥB),2,300874,2023/5/8,1592,28.9,9061.73,工作日,小雨
岷江光辉,MD8C,95号 车用汽油(ⅥB),3,300873,2023/5/8,429,28.9,9325.83,工作日,小雨
岷江虎形,MD8D,95号 车用汽油(ⅥB),2,300873,2023/5/8,1012,26.2,9325.83,工作日,阴
岷江虎形,MD8D,92号 车用汽油(ⅥB),3,300874,2023/5/8,3364,26.2,9061.73,工作日,阴
岷江虎形,MD8D,0号 车用柴油(Ⅵ),4,300863,2023/5/8,6094,26.2,8634.97,工作日,阴
岷江小鱼洞,MD8E,95号 车用汽油(ⅥB),1,300873,2023/5/8,1954,31.3,9325.83,工作日,小雨
岷江小鱼洞,MD8E,92号 车用汽油(ⅥB),2,300874,2023/5/8,4194,31.3,9061.73,工作日,小雨
岷江小鱼洞,MD8E,0号 车用柴油(Ⅵ),3,300863,2023/5/8,455,31.3,8634.97,工作日,小雨
岷江小鱼洞,MD8E,0号 车用柴油(Ⅵ),4,300863,2023/5/8,863,31.3,8634.97,工作日,小雨
岷江天益,MD8F,0号 车用柴油(Ⅵ),1,300863,2023/5/8,29396,28.7,8634.97,工作日,小雨
岷江天益,MD8F,0号 车用柴油(Ⅵ),2,300863,2023/5/8,40149,28.7,8634.97,工作日,小雨
岷江天益,MD8F,95号 车用汽油(ⅥB),3,300873,2023/5/8,1378,28.7,9325.83,工作日,小雨
岷江天益,MD8F,92号 车用汽油(ⅥB),4,300874,2023/5/8,4870,28.7,9061.73,工作日,小雨
岷江金彭,MD8H,0号 车用柴油(Ⅵ),1,300863,2023/5/8,1819,25,8634.97,工作日,阴
岷江金彭,MD8H,92号 车用汽油(ⅥB),2,300874,2023/5/8,3638,25,9061.73,工作日,阴
岷江金彭,MD8H,95号 车用汽油(ⅥB),3,300873,2023/5/8,4461,25,9325.83,工作日,阴
岷江金彭,MD8H,92号 车用汽油(ⅥB),4,300874,2023/5/8,3024,25,9061.73,工作日,阴
岷江石化一站,MD8J,0号 车用柴油(Ⅵ),1,300863,2023/5/8,20887,21.4,8634.97,工作日,小雨
岷江石化一站,MD8J,92号 车用汽油(ⅥB),2,300874,2023/5/8,554,21.4,9061.73,工作日,小雨
岷江石化一站,MD8J,92号 车用汽油(ⅥB),3,300874,2023/5/8,11774,21.4,9061.73,工作日,小雨
岷江石化一站,MD8J,95号 车用汽油(ⅥB),4,300873,2023/5/8,4928,21.4,9325.83,工作日,小雨
成绵复线A站,MD8K,92号 车用汽油(ⅥB),1,300874,2023/5/8,2822,20.5,9061.73,工作日,晴
成绵复线A站,MD8K,95号 车用汽油(ⅥB),2,300873,2023/5/8,5208,20.5,9325.83,工作日,晴
成绵复线A站,MD8K,92号 车用汽油(ⅥB),3,300874,2023/5/8,3205,20.5,9061.73,工作日,晴
成绵复线A站,MD8K,0号 车用柴油(Ⅵ),4,300863,2023/5/8,4555,20.5,8634.97,工作日,晴
成绵复线A站,MD8K,0号 车用柴油(Ⅵ),5,300863,2023/5/8,3103,20.5,8634.97,工作日,晴
成绵复线B站,MD8L,92号 车用汽油(ⅥB),1,300874,2023/5/8,2404,28.1,9061.73,工作日,阴
成绵复线B站,MD8L,95号 车用汽油(ⅥB),2,300873,2023/5/8,5063,28.1,9325.83,工作日,阴
成绵复线B站,MD8L,92号 车用汽油(ⅥB),3,300874,2023/5/8,3505,28.1,9061.73,工作日,阴
成绵复线B站,MD8L,0号 车用柴油(Ⅵ),4,300863,2023/5/8,6349,28.1,8634.97,工作日,阴
成绵复线B站,MD8L,0号 车用柴油(Ⅵ),5,300863,2023/5/8,4867,28.1,8634.97,工作日,阴
岷江红叶,MDC2,0号 车用柴油(Ⅵ),1,300863,2023/5/8,4262,21.7,8634.97,工作日,晴
岷江红叶,MDC2,0号 车用柴油(Ⅵ),2,300863,2023/5/8,0,21.7,8634.97,工作日,晴
岷江红叶,MDC2,92号 车用汽油(ⅥB),3,300874,2023/5/8,4134,21.7,9061.73,工作日,晴
岷江红叶,MDC2,92号 车用汽油(ⅥB),4,300874,2023/5/8,3657,21.7,9061.73,工作日,晴
岷江红叶,MDC2,95号 车用汽油(ⅥB),5,300873,2023/5/8,3052,21.7,9325.83,工作日,晴
岷江茂县,MDC3,0号 车用柴油(Ⅵ),1,300863,2023/5/8,1388,25.1,8634.97,工作日,小雨
岷江茂县,MDC3,95号 车用汽油(ⅥB),2,300873,2023/5/8,3359,25.1,9325.83,工作日,小雨
岷江茂县,MDC3,92号 车用汽油(ⅥB),3,300874,2023/5/8,3000,25.1,9061.73,工作日,小雨
岷江茂县,MDC3,92号 车用汽油(ⅥB),4,300874,2023/5/8,3897,25.1,9061.73,工作日,小雨
岷江芦花,MDC4,0号 车用柴油(Ⅵ),1,300863,2023/5/8,5735,21.2,8634.97,工作日,小雨
岷江芦花,MDC4,92号 车用汽油(ⅥB),2,300874,2023/5/8,4999,21.2,9061.73,工作日,小雨
岷江芦花,MDC4,95号 车用汽油(ⅥB),3,300873,2023/5/8,1945,21.2,9325.83,工作日,小雨
岷江芦花,MDC4,92号 车用汽油(ⅥB),4,300874,2023/5/8,2842,21.2,9061.73,工作日,小雨
岷江卧龙,MDC5,95号 车用汽油(ⅥB),1,300873,2023/5/8,4190,25.8,9325.83,工作日,阴
岷江卧龙,MDC5,0号 车用柴油(Ⅵ),2,300863,2023/5/8,5147,25.8,8634.97,工作日,阴
岷江卧龙,MDC5,0号 车用柴油(Ⅵ),3,300863,2023/5/8,3869,25.8,8634.97,工作日,阴
岷江卧龙,MDC5,92号 车用汽油(ⅥB),4,300874,2023/5/8,7170,25.8,9061.73,工作日,阴
岷江色尔古,MDC6,0号 车用柴油(Ⅵ),1,300863,2023/5/8,914,23.2,8634.97,工作日,阴
岷江色尔古,MDC6,92号 车用汽油(ⅥB),2,300874,2023/5/8,879,23.2,9061.73,工作日,阴
岷江色尔古,MDC6,95号 车用汽油(ⅥB),3,300873,2023/5/8,552,23.2,9325.83,工作日,阴
岷江色尔古,MDC6,0号 车用柴油(Ⅵ),4,300863,2023/5/8,533,23.2,8634.97,工作日,阴
岷江米亚罗,MDC7,0号 车用柴油(Ⅵ),1,300863,2023/5/8,1919,26.1,8634.97,工作日,阴
岷江米亚罗,MDC7,92号 车用汽油(ⅥB),2,300874,2023/5/8,1769,26.1,9061.73,工作日,阴
岷江米亚罗,MDC7,95号 车用汽油(ⅥB),3,300873,2023/5/8,513,26.1,9325.83,工作日,阴
岷江米亚罗,MDC7,95号 车用汽油(ⅥB),4,300873,2023/5/8,263,26.1,9325.83,工作日,阴
岷江映秀,MDC8,0号 车用柴油(Ⅵ),1,300863,2023/5/8,2904,29.5,8634.97,工作日,阴
岷江映秀,MDC8,0号 车用柴油(Ⅵ),2,300863,2023/5/8,3636,29.5,8634.97,工作日,阴
岷江映秀,MDC8,95号 车用汽油(ⅥB),4,300873,2023/5/8,1181,29.5,9325.83,工作日,阴
岷江映秀,MDC8,92号 车用汽油(ⅥB),5,300874,2023/5/8,2959,29.5,9061.73,工作日,阴
岷江水磨,MDCA,0号 车用柴油(Ⅵ),1,300863,2023/5/8,2772,30.8,8634.97,工作日,阴
岷江水磨,MDCA,92号 车用汽油(ⅥB),2,300874,2023/5/8,3436,30.8,9061.73,工作日,阴
岷江水磨,MDCA,92号 车用汽油(ⅥB),3,300874,2023/5/8,83,30.8,9061.73,工作日,阴
岷江水磨,MDCA,95号 车用汽油(ⅥB),4,300873,2023/5/8,1066,30.8,9325.83,工作日,阴
岷江郭竹铺,MDCB,92号 车用汽油(ⅥB),1,300874,2023/5/8,998,27.2,9061.73,工作日,晴
岷江郭竹铺,MDCB,95号 车用汽油(ⅥB),2,300873,2023/5/8,3548,27.2,9325.83,工作日,晴
岷江郭竹铺,MDCB,92号 车用汽油(ⅥB),3,300874,2023/5/8,7442,27.2,9061.73,工作日,晴
岷江郭竹铺,MDCB,0号 车用柴油(Ⅵ),4,300863,2023/5/8,28026,27.2,8634.97,工作日,晴
岷江三官庙,MDCC,0号 车用柴油(Ⅵ),1,300863,2023/5/8,2433,21.7,8634.97,工作日,阴
岷江三官庙,MDCC,92号 车用汽油(ⅥB),2,300874,2023/5/8,803,21.7,9061.73,工作日,阴
岷江三官庙,MDCC,92号 车用汽油(ⅥB),3,300874,2023/5/8,436,21.7,9061.73,工作日,阴
岷江三官庙,MDCC,95号 车用汽油(ⅥB),4,300873,2023/5/8,191,21.7,9325.83,工作日,阴
岷江羌峰,MDCE,0号 车用柴油(Ⅵ),1,300863,2023/5/8,5185,24.8,8634.97,工作日,小雨
岷江羌峰,MDCE,92号 车用汽油(ⅥB),2,300874,2023/5/8,1723,24.8,9061.73,工作日,小雨
岷江羌峰,MDCE,95号 车用汽油(ⅥB),3,300873,2023/5/8,323,24.8,9325.83,工作日,小雨
岷江木苏,MDCF,92号 车用汽油(ⅥB),1,300874,2023/5/8,1180,27.8,9061.73,工作日,阴
岷江木苏,MDCF,0号 车用柴油(Ⅵ),2,300863,2023/5/8,416,27.8,8634.97,工作日,阴
岷江木苏,MDCF,95号 车用汽油(ⅥB),3,300873,2023/5/8,265,27.8,9325.83,工作日,阴
岷江木苏,MDCF,0号 车用柴油(Ⅵ),4,300863,2023/5/8,39,27.8,8634.97,工作日,阴
岷江南新,MDCG,92号 车用汽油(ⅥB),1,300874,2023/5/8,1658,26.7,9061.73,工作日,晴
岷江南新,MDCG,92号 车用汽油(ⅥB),2,300874,2023/5/8,188,26.7,9061.73,工作日,晴
岷江南新,MDCG,95号 车用汽油(ⅥB),3,300873,2023/5/8,0,26.7,9325.83,工作日,晴
岷江南新,MDCG,0号 车用柴油(Ⅵ),5,300863,2023/5/8,7823,26.7,8634.97,工作日,晴
四川销售岷江分公司土门加油站,MDCH,0号 车用柴油(Ⅵ),1,300863,2023/5/8,1399,23.5,8634.97,工作日,小雨
四川销售岷江分公司土门加油站,MDCH,92号 车用汽油(ⅥB),2,300874,2023/5/8,1410,23.5,9061.73,工作日,小雨
四川销售岷江分公司土门加油站,MDCH,95号 车用汽油(ⅥB),3,300873,2023/5/8,67,23.5,9325.83,工作日,小雨
岷江汶川桃坪,MDCI,0号 车用柴油(Ⅵ),1,300863,2023/5/8,2755,31.6,8634.97,工作日,小雨
岷江汶川桃坪,MDCI,92号 车用汽油(ⅥB),2,300874,2023/5/8,2298,31.6,9061.73,工作日,小雨
岷江汶川桃坪,MDCI,92号 车用汽油(ⅥB),3,300874,2023/5/8,4017,31.6,9061.73,工作日,小雨
岷江汶川桃坪,MDCI,95号 车用汽油(ⅥB),4,300873,2023/5/8,2238,31.6,9325.83,工作日,小雨
岷江茂州,MDCJ,0号 车用柴油(Ⅵ),1,300863,2023/5/8,6924,29.8,8634.97,工作日,阴
岷江茂州,MDCJ,92号 车用汽油(ⅥB),2,300874,2023/5/8,894,29.8,9061.73,工作日,阴
岷江茂州,MDCJ,92号 车用汽油(ⅥB),3,300874,2023/5/8,4099,29.8,9061.73,工作日,阴
岷江茂州,MDCJ,95号 车用汽油(ⅥB),4,300873,2023/5/8,2531,29.8,9325.83,工作日,阴
绵虒右加油站,MDCL,0号 车用柴油(Ⅵ),1,300863,2023/5/8,4010,29.3,8634.97,工作日,小雨
绵虒右加油站,MDCL,92号 车用汽油(ⅥB),2,300874,2023/5/8,4392,29.3,9061.73,工作日,小雨
绵虒右加油站,MDCL,92号 车用汽油(ⅥB),3,300874,2023/5/8,4731,29.3,9061.73,工作日,小雨
绵虒右加油站,MDCL,95号 车用汽油(ⅥB),4,300873,2023/5/8,7131,29.3,9325.83,工作日,小雨
岷江李冰,MD02,0号 车用柴油(Ⅵ),1,300863,2023/5/7,2746,21.9,8634.97,周末,阴
岷江鱼嘴,MD04,0号 车用柴油(Ⅵ),1,300863,2023/5/7,4081,24.9,8634.97,周末,小雨
岷江鱼嘴,MD04,92号 车用汽油(ⅥB),2,300874,2023/5/7,4616,24.9,9061.73,周末,小雨
岷江鱼嘴,MD04,95号 车用汽油(ⅥB),4,300873,2023/5/7,1674,24.9,9325.83,周末,小雨
岷江青城,MD06,95号 车用汽油(ⅥB),1,300873,2023/5/7,9476,30.9,9325.83,周末,晴
岷江青城,MD06,92号 车用汽油(ⅥB),2,300874,2023/5/7,6295,30.9,9061.73,周末,晴
岷江青城,MD06,92号 车用汽油(ⅥB),3,300874,2023/5/7,7810,30.9,9061.73,周末,晴
岷江青城,MD06,0号 车用柴油(Ⅵ),4,300863,2023/5/7,3318,30.9,8634.97,周末,晴
岷江向峨,MD08,0号 车用柴油(Ⅵ),1,300863,2023/5/7,169,21.3,8634.97,周末,晴
岷江向峨,MD08,92号 车用汽油(ⅥB),2,300874,2023/5/7,1544,21.3,9061.73,周末,晴
岷江向峨,MD08,95号 车用汽油(ⅥB),3,300873,2023/5/7,39,21.3,9325.83,周末,晴
岷江聚源,MD09,0号 车用柴油(Ⅵ),1,300863,2023/5/7,43648,26.2,8634.97,周末,晴
岷江聚源,MD09,0号 车用柴油(Ⅵ),2,300863,2023/5/7,48238,26.2,8634.97,周末,晴
岷江聚源,MD09,92号 车用汽油(ⅥB),3,300874,2023/5/7,3048,26.2,9061.73,周末,晴
岷江聚源,MD09,95号 车用汽油(ⅥB),4,300873,2023/5/7,3903,26.2,9325.83,周末,晴
岷江聚源,MD09,92号 车用汽油(ⅥB),5,300874,2023/5/7,4776,26.2,9061.73,周末,晴
岷江石羊,MD0A,0号 车用柴油(Ⅵ),1,300863,2023/5/7,4121,25.5,8634.97,周末,晴
岷江石羊,MD0A,92号 车用汽油(ⅥB),2,300874,2023/5/7,5733,25.5,9061.73,周末,晴
岷江石羊,MD0A,92号 车用汽油(ⅥB),3,300874,2023/5/7,2497,25.5,9061.73,周末,晴
岷江石羊,MD0A,95号 车用汽油(ⅥB),4,300873,2023/5/7,2460,25.5,9325.83,周末,晴
岷江经开区,MD0B,0号 车用柴油(Ⅵ),1,300863,2023/5/7,7670,21.2,8634.97,周末,阴
岷江经开区,MD0B,0号 车用柴油(Ⅵ),2,300863,2023/5/7,3099,21.2,8634.97,周末,阴
岷江经开区,MD0B,92号 车用汽油(ⅥB),3,300874,2023/5/7,12595,21.2,9061.73,周末,阴
岷江经开区,MD0B,95号 车用汽油(ⅥB),4,300873,2023/5/7,6146,21.2,9325.83,周末,阴
岷江滨河,MD0C,92号 车用汽油(ⅥB),1,300874,2023/5/7,3799,26.3,9061.73,周末,小雨
岷江滨河,MD0C,0号 车用柴油(Ⅵ),2,300863,2023/5/7,2228,26.3,8634.97,周末,小雨
岷江滨河,MD0C,95号 车用汽油(ⅥB),3,300873,2023/5/7,8259,26.3,9325.83,周末,小雨
岷江滨河,MD0C,92号 车用汽油(ⅥB),4,300874,2023/5/7,6544,26.3,9061.73,周末,小雨
岷江都江堰,MD0D,92号 车用汽油(ⅥB),1,300874,2023/5/7,4637,31.5,9061.73,周末,小雨
岷江都江堰,MD0D,95号 车用汽油(ⅥB),2,300873,2023/5/7,5248,31.5,9325.83,周末,小雨
岷江都江堰,MD0D,92号 车用汽油(ⅥB),3,300874,2023/5/7,3740,31.5,9061.73,周末,小雨
岷江都江堰,MD0D,95号 车用汽油(ⅥB),4,300873,2023/5/7,3182,31.5,9325.83,周末,小雨
岷江二王庙,MD0E,0号 车用柴油(Ⅵ),1,300863,2023/5/7,1555,27.1,8634.97,周末,晴
岷江二王庙,MD0E,92号 车用汽油(ⅥB),2,300874,2023/5/7,6237,27.1,9061.73,周末,晴
岷江二王庙,MD0E,95号 车用汽油(ⅥB),3,300873,2023/5/7,8325,27.1,9325.83,周末,晴
岷江二王庙,MD0E,92号 车用汽油(ⅥB),4,300874,2023/5/7,5275,27.1,9061.73,周末,晴
岷江柳街,MD0G,0号 车用柴油(Ⅵ),1,300863,2023/5/7,2325,30.6,8634.97,周末,阴
岷江柳街,MD0G,92号 车用汽油(ⅥB),2,300874,2023/5/7,198,30.6,9061.73,周末,阴
岷江柳街,MD0G,95号 车用汽油(ⅥB),3,300873,2023/5/7,1174,30.6,9325.83,周末,阴
岷江柳街,MD0G,92号 车用汽油(ⅥB),4,300874,2023/5/7,4073,30.6,9061.73,周末,阴
岷江蒲阳,MD0H,0号 车用柴油(Ⅵ),1,300863,2023/5/7,952,28.6,8634.97,周末,阴
岷江蒲阳,MD0H,92号 车用汽油(ⅥB),2,300874,2023/5/7,1590,28.6,9061.73,周末,阴
岷江蒲阳,MD0H,92号 车用汽油(ⅥB),3,300874,2023/5/7,2453,28.6,9061.73,周末,阴
岷江蒲阳,MD0H,95号 车用汽油(ⅥB),4,300873,2023/5/7,1089,28.6,9325.83,周末,阴
岷江驾虹,MD0I,0号 车用柴油(Ⅵ),1,300863,2023/5/7,5437,22.8,8634.97,周末,晴
岷江驾虹,MD0I,92号 车用汽油(ⅥB),2,300874,2023/5/7,3790,22.8,9061.73,周末,晴
岷江驾虹,MD0I,95号 车用汽油(ⅥB),3,300873,2023/5/7,1371,22.8,9325.83,周末,晴
岷江驾虹,MD0I,92号 车用汽油(ⅥB),4,300874,2023/5/7,2035,22.8,9061.73,周末,晴
岷江迎宾,MD0J,0号 车用柴油(Ⅵ),1,300863,2023/5/7,824,20.3,8634.97,周末,阴
岷江迎宾,MD0J,95号 车用汽油(ⅥB),3,300873,2023/5/7,15605,20.3,9325.83,周末,阴
岷江迎宾,MD0J,92号 车用汽油(ⅥB),4,300874,2023/5/7,15719,20.3,9061.73,周末,阴
岷江沙西,MD0K,92号 车用汽油(ⅥB),1,300874,2023/5/7,1205,30.1,9061.73,周末,小雨
岷江沙西,MD0K,95号 车用汽油(ⅥB),2,300873,2023/5/7,3887,30.1,9325.83,周末,小雨
岷江沙西,MD0K,92号 车用汽油(ⅥB),3,300874,2023/5/7,6392,30.1,9061.73,周末,小雨
岷江沙西,MD0K,0号 车用柴油(Ⅵ),4,300863,2023/5/7,1236,30.1,8634.97,周末,小雨
岷江安达,MD0L,0号 车用柴油(Ⅵ),1,300863,2023/5/7,846,20,8634.97,周末,晴
岷江安达,MD0L,92号 车用汽油(ⅥB),2,300874,2023/5/7,5648,20,9061.73,周末,晴
岷江安达,MD0L,95号 车用汽油(ⅥB),3,300873,2023/5/7,3791,20,9325.83,周末,晴
岷江安达,MD0L,95号 车用汽油(ⅥB),4,300873,2023/5/7,782,20,9325.83,周末,晴
岷江天府,MD0M,0号 车用柴油(Ⅵ),1,300863,2023/5/7,2606,21.7,8634.97,周末,晴
岷江天府,MD0M,92号 车用汽油(ⅥB),2,300874,2023/5/7,6021,21.7,9061.73,周末,晴
岷江天府,MD0M,92号 车用汽油(ⅥB),3,300874,2023/5/7,364,21.7,9061.73,周末,晴
岷江天府,MD0M,95号 车用汽油(ⅥB),4,300873,2023/5/7,3570,21.7,9325.83,周末,晴
岷江瓦切,MD20,0号 车用柴油(Ⅵ),1,300863,2023/5/7,1822,23.1,8634.97,周末,阴
岷江瓦切,MD20,92号 车用汽油(ⅥB),2,300874,2023/5/7,4590,23.1,9061.73,周末,阴
岷江瓦切,MD20,95号 车用汽油(ⅥB),3,300873,2023/5/7,389,23.1,9325.83,周末,阴
岷江瓦切,MD20,92号 车用汽油(ⅥB),4,300874,2023/5/7,1277,23.1,9061.73,周末,阴
岷江红原,MD21,92号 车用汽油(ⅥB),1,300874,2023/5/7,9400,23,9061.73,周末,阴
岷江红原,MD21,0号 车用柴油(Ⅵ),2,300863,2023/5/7,6663,23,8634.97,周末,阴
岷江红原,MD21,95号 车用汽油(ⅥB),3,300873,2023/5/7,1958,23,9325.83,周末,阴
岷江红原,MD21,95号 车用汽油(ⅥB),4,300873,2023/5/7,1772,23,9325.83,周末,阴
岷江刷经寺,MD23,0号 车用柴油(Ⅵ),1,300863,2023/5/7,6177,23.2,8634.97,周末,晴
岷江刷经寺,MD23,92号 车用汽油(ⅥB),2,300874,2023/5/7,4005,23.2,9061.73,周末,晴
岷江刷经寺,MD23,95号 车用汽油(ⅥB),3,300873,2023/5/7,2334,23.2,9325.83,周末,晴
岷江刷经寺,MD23,92号 车用汽油(ⅥB),4,300874,2023/5/7,1314,23.2,9061.73,周末,晴
岷江刷经寺,MD23,0号 车用柴油(Ⅵ),5,300863,2023/5/7,1302,23.2,8634.97,周末,晴
岷江阿坝,MD24,0号 车用柴油(Ⅵ),1,300863,2023/5/7,11909,24.7,8634.97,周末,阴
岷江阿坝,MD24,92号 车用汽油(ⅥB),2,300874,2023/5/7,5800,24.7,9061.73,周末,阴
岷江阿坝,MD24,95号 车用汽油(ⅥB),3,300873,2023/5/7,3254,24.7,9325.83,周末,阴
岷江阿坝,MD24,92号 车用汽油(ⅥB),4,300874,2023/5/7,2254,24.7,9061.73,周末,阴
岷江龙日坝,MD25,0号 车用柴油(Ⅵ),1,300863,2023/5/7,9943,28.2,8634.97,周末,小雨
岷江龙日坝,MD25,92号 车用汽油(ⅥB),2,300874,2023/5/7,3935,28.2,9061.73,周末,小雨
岷江龙日坝,MD25,0号 车用柴油(Ⅵ),3,300863,2023/5/7,6396,28.2,8634.97,周末,小雨
岷江龙日坝,MD25,92号 车用汽油(ⅥB),4,300874,2023/5/7,1558,28.2,9061.73,周末,小雨
岷江龙日坝,MD25,95号 车用汽油(ⅥB),5,300873,2023/5/7,1321,28.2,9325.83,周末,小雨
岷江唐克,MD26,92号 车用汽油(ⅥB),1,300874,2023/5/7,2424,27.8,9061.73,周末,阴
岷江唐克,MD26,95号 车用汽油(ⅥB),2,300873,2023/5/7,1997,27.8,9325.83,周末,阴
岷江唐克,MD26,92号 车用汽油(ⅥB),3,300874,2023/5/7,4257,27.8,9061.73,周末,阴
岷江唐克,MD26,0号 车用柴油(Ⅵ),4,300863,2023/5/7,1820,27.8,8634.97,周末,阴
岷江红光,MD27,0号 车用柴油(Ⅵ),1,300863,2023/5/7,8391,26.5,8634.97,周末,晴
岷江红光,MD27,92号 车用汽油(ⅥB),2,300874,2023/5/7,5285,26.5,9061.73,周末,晴
岷江红光,MD27,95号 车用汽油(ⅥB),3,300873,2023/5/7,3268,26.5,9325.83,周末,晴
岷江红光,MD27,92号 车用汽油(ⅥB),4,300874,2023/5/7,2401,26.5,9061.73,周末,晴
川主寺东北,MD28,0号 车用柴油(Ⅵ),1,300863,2023/5/7,14204,22.5,8634.97,周末,晴
川主寺东北,MD28,92号 车用汽油(ⅥB),2,300874,2023/5/7,2133,22.5,9061.73,周末,晴
川主寺东北,MD28,92号 车用汽油(ⅥB),3,300874,2023/5/7,2211,22.5,9061.73,周末,晴
川主寺东北,MD28,95号 车用汽油(ⅥB),4,300873,2023/5/7,1558,22.5,9325.83,周末,晴
