,历史销量,当天温度,当天油价,节假日,当时天气,item_id,sin_day,cos_day,sin_month,cos_month,year,reindexed_id
934,5319.0,37.0,9853.37,工作日,小雨,MD0B_300873,0.207911691,-0.978147601,1.22e-16,-1.0,2023,17
935,6580.0,29.3,9853.37,工作日,晴,MD0B_300873,0.406736643,-0.913545458,1.22e-16,-1.0,2023,17
936,4741.0,30.7,9853.37,工作日,阴,MD0B_300873,0.587785252,-0.809016994,1.22e-16,-1.0,2023,17
937,7754.0,26.2,9853.37,周末,小雨,MD0B_300873,0.743144825,-0.669130606,1.22e-16,-1.0,2023,17
938,6273.0,29.8,9853.37,周末,小雨,MD0B_300873,0.866025404,-0.5,1.22e-16,-1.0,2023,17
939,5354.0,37.5,9853.37,工作日,中雨,MD0B_300873,0.951056516,-0.309016994,1.22e-16,-1.0,2023,17
940,4919.0,28.8,9853.37,工作日,晴,MD0B_300873,0.994521895,-0.104528463,1.22e-16,-1.0,2023,17
941,5438.0,28.4,9853.37,工作日,中雨,MD0B_300873,0.994521895,0.104528463,1.22e-16,-1.0,2023,17
942,5733.0,31.4,9853.37,工作日,小雨,MD0B_300873,0.951056516,0.309016994,1.22e-16,-1.0,2023,17
943,5143.0,26.6,9853.37,工作日,阴,MD0B_300873,0.866025404,0.5,1.22e-16,-1.0,2023,17
944,5080.0,32.4,9853.37,周末,小雨,MD0B_300873,0.743144825,0.669130606,1.22e-16,-1.0,2023,17
945,5785.0,29.7,9853.37,周末,中雨,MD0B_300873,0.587785252,0.809016994,1.22e-16,-1.0,2023,17
946,6619.0,37.5,9853.37,工作日,小雨,MD0B_300873,0.406736643,0.913545458,1.22e-16,-1.0,2023,17
947,6038.0,36.2,9853.37,工作日,阴,MD0B_300873,0.207911691,0.978147601,1.22e-16,-1.0,2023,17
948,7867.0,25.6,9325.83,工作日,晴,MD0B_300873,0.207911691,0.978147601,0.5,-0.866025404,2023,17
949,5515.0,25.5,9325.83,工作日,晴,MD0B_300873,-1.13e-15,1.0,0.5,-0.866025404,2023,17
950,5726.0,22.9,9325.83,工作日,阴,MD0B_300873,-0.207911691,0.978147601,0.5,-0.866025404,2023,17
951,5681.0,29.6,9325.83,周末,阴,MD0B_300873,-0.406736643,0.913545458,0.5,-0.866025404,2023,17
952,7005.0,29.8,9325.83,周末,晴,MD0B_300873,-0.587785252,0.809016994,0.5,-0.866025404,2023,17
953,5244.0,24.2,9325.83,工作日,小雨,MD0B_300873,-0.743144825,0.669130606,0.5,-0.866025404,2023,17
954,5584.0,26.5,9325.83,工作日,小雨,MD0B_300873,-0.866025404,0.5,0.5,-0.866025404,2023,17
955,6048.0,21.2,9325.83,工作日,小雨,MD0B_300873,-0.951056516,0.309016994,0.5,-0.866025404,2023,17
956,6738.0,23.6,9325.83,工作日,阴,MD0B_300873,-0.994521895,0.104528463,0.5,-0.866025404,2023,17
957,5259.0,24.2,9325.83,工作日,晴,MD0B_300873,-0.994521895,-0.104528463,0.5,-0.866025404,2023,17
958,8380.0,23.6,9325.83,周末,小雨,MD0B_300873,-0.951056516,-0.309016994,0.5,-0.866025404,2023,17
959,7006.0,30.2,9325.83,周末,晴,MD0B_300873,-0.866025404,-0.5,0.5,-0.866025404,2023,17
960,6173.0,24.3,9325.83,工作日,晴,MD0B_300873,-0.743144825,-0.669130606,0.5,-0.866025404,2023,17
961,6010.0,21.6,9325.83,工作日,阴,MD0B_300873,-0.587785252,-0.809016994,0.5,-0.866025404,2023,17
962,4876.0,31.1,9325.83,工作日,阴,MD0B_300873,-0.406736643,-0.913545458,0.5,-0.866025404,2023,17
963,4459.0,24.7,9325.83,工作日,阴,MD0B_300873,-0.207911691,-0.978147601,0.5,-0.866025404,2023,17
964,5881.0,31.9,9325.83,工作日,晴,MD0B_300873,5.67e-16,-1.0,0.5,-0.866025404,2023,17
965,6105.0,22.2,9325.83,周末,晴,MD0B_300873,0.207911691,-0.978147601,0.5,-0.866025404,2023,17
966,5991.0,29.1,9325.83,周末,晴,MD0B_300873,0.406736643,-0.913545458,0.5,-0.866025404,2023,17
967,5353.0,23.9,9325.83,工作日,小雨,MD0B_300873,0.587785252,-0.809016994,0.5,-0.866025404,2023,17
968,6936.0,29.3,9325.83,工作日,小雨,MD0B_300873,0.743144825,-0.669130606,0.5,-0.866025404,2023,17
969,4816.0,30.1,9325.83,工作日,阴,MD0B_300873,0.866025404,-0.5,0.5,-0.866025404,2023,17
970,5773.0,31.8,9325.83,工作日,小雨,MD0B_300873,0.951056516,-0.309016994,0.5,-0.866025404,2023,17
971,5072.0,31.1,9325.83,工作日,小雨,MD0B_300873,0.994521895,-0.104528463,0.5,-0.866025404,2023,17
972,12406.0,37.2,9600.4,工作日,晴,MD0B_300874,-1.13e-15,1.0,1.22e-16,-1.0,2023,18
973,12499.0,34.3,9600.4,工作日,中雨,MD0B_300874,-0.207911691,0.978147601,1.22e-16,-1.0,2023,18
974,12492.0,31.3,9600.4,工作日,中雨,MD0B_300874,-0.406736643,0.913545458,1.22e-16,-1.0,2023,18
975,11807.0,34.1,9600.4,工作日,阴,MD0B_300874,-0.587785252,0.809016994,1.22e-16,-1.0,2023,18
976,12604.0,33.7,9600.4,工作日,小雨,MD0B_300874,-0.743144825,0.669130606,1.22e-16,-1.0,2023,18
977,12157.0,37.4,9600.4,工作日,小雨,MD0B_300874,-0.866025404,0.5,1.22e-16,-1.0,2023,18
978,12322.0,32.7,9600.4,端午,阴,MD0B_300874,-0.951056516,0.309016994,1.22e-16,-1.0,2023,18
979,12816.0,26.7,9600.4,端午,中雨,MD0B_300874,-0.994521895,0.104528463,1.22e-16,-1.0,2023,18
980,16966.0,38.9,9600.4,端午,中雨,MD0B_300874,-0.994521895,-0.104528463,1.22e-16,-1.0,2023,18
981,14653.0,38.4,9600.4,工作日,中雨,MD0B_300874,-0.951056516,-0.309016994,1.22e-16,-1.0,2023,18
982,12870.0,26.8,9600.4,工作日,小雨,MD0B_300874,-0.866025404,-0.5,1.22e-16,-1.0,2023,18
983,10033.0,31.8,9600.4,工作日,小雨,MD0B_300874,-0.743144825,-0.669130606,1.22e-16,-1.0,2023,18
984,13303.0,37.7,9600.4,周末,阴,MD0B_300874,-0.587785252,-0.809016994,1.22e-16,-1.0,2023,18
985,12383.0,28.1,9600.4,周末,阴,MD0B_300874,-0.406736643,-0.913545458,1.22e-16,-1.0,2023,18
986,12627.0,34.9,9600.4,工作日,晴,MD0B_300874,-0.207911691,-0.978147601,1.22e-16,-1.0,2023,18
987,11433.0,30.5,9600.4,工作日,小雨,MD0B_300874,5.67e-16,-1.0,1.22e-16,-1.0,2023,18
988,11899.0,37.0,9600.4,工作日,小雨,MD0B_300874,0.207911691,-0.978147601,1.22e-16,-1.0,2023,18
989,11579.0,29.3,9600.4,工作日,晴,MD0B_300874,0.406736643,-0.913545458,1.22e-16,-1.0,2023,18
990,11356.0,30.7,9600.4,工作日,阴,MD0B_300874,0.587785252,-0.809016994,1.22e-16,-1.0,2023,18
991,15137.0,26.2,9600.4,周末,小雨,MD0B_300874,0.743144825,-0.669130606,1.22e-16,-1.0,2023,18
992,13123.0,29.8,9600.4,周末,小雨,MD0B_300874,0.866025404,-0.5,1.22e-16,-1.0,2023,18
993,10864.0,37.5,9600.4,工作日,中雨,MD0B_300874,0.951056516,-0.309016994,1.22e-16,-1.0,2023,18
994,11056.0,28.8,9600.4,工作日,晴,MD0B_300874,0.994521895,-0.104528463,1.22e-16,-1.0,2023,18
995,10985.0,28.4,9600.4,工作日,中雨,MD0B_300874,0.994521895,0.104528463,1.22e-16,-1.0,2023,18
996,11497.0,31.4,9600.4,工作日,小雨,MD0B_300874,0.951056516,0.309016994,1.22e-16,-1.0,2023,18
997,9552.0,26.6,9600.4,工作日,阴,MD0B_300874,0.866025404,0.5,1.22e-16,-1.0,2023,18
998,11566.0,32.4,9600.4,周末,小雨,MD0B_300874,0.743144825,0.669130606,1.22e-16,-1.0,2023,18
999,12412.0,29.7,9600.4,周末,中雨,MD0B_300874,0.587785252,0.809016994,1.22e-16,-1.0,2023,18
1000,10774.0,37.5,9600.4,工作日,小雨,MD0B_300874,0.406736643,0.913545458,1.22e-16,-1.0,2023,18
1001,12187.0,36.2,9600.4,工作日,阴,MD0B_300874,0.207911691,0.978147601,1.22e-16,-1.0,2023,18
1002,17557.0,25.6,9061.73,工作日,晴,MD0B_300874,0.207911691,0.978147601,0.5,-0.866025404,2023,18
1003,12345.0,25.5,9061.73,工作日,晴,MD0B_300874,-1.13e-15,1.0,0.5,-0.866025404,2023,18
1004,11408.0,22.9,9061.73,工作日,阴,MD0B_300874,-0.207911691,0.978147601,0.5,-0.866025404,2023,18
1005,12105.0,29.6,9061.73,周末,阴,MD0B_300874,-0.406736643,0.913545458,0.5,-0.866025404,2023,18
1006,12758.0,29.8,9061.73,周末,晴,MD0B_300874,-0.587785252,0.809016994,0.5,-0.866025404,2023,18
1007,11767.0,24.2,9061.73,工作日,小雨,MD0B_300874,-0.743144825,0.669130606,0.5,-0.866025404,2023,18
1008,11606.0,26.5,9061.73,工作日,小雨,MD0B_300874,-0.866025404,0.5,0.5,-0.866025404,2023,18
1009,12487.0,21.2,9061.73,工作日,小雨,MD0B_300874,-0.951056516,0.309016994,0.5,-0.866025404,2023,18
1010,12102.0,23.6,9061.73,工作日,阴,MD0B_300874,-0.994521895,0.104528463,0.5,-0.866025404,2023,18
1011,10972.0,24.2,9061.73,工作日,晴,MD0B_300874,-0.994521895,-0.104528463,0.5,-0.866025404,2023,18
1012,15834.0,23.6,9061.73,周末,小雨,MD0B_300874,-0.951056516,-0.309016994,0.5,-0.866025404,2023,18
1013,13094.0,30.2,9061.73,周末,晴,MD0B_300874,-0.866025404,-0.5,0.5,-0.866025404,2023,18
1014,12368.0,24.3,9061.73,工作日,晴,MD0B_300874,-0.743144825,-0.669130606,0.5,-0.866025404,2023,18
1015,14463.0,21.6,9061.73,工作日,阴,MD0B_300874,-0.587785252,-0.809016994,0.5,-0.866025404,2023,18
1016,10880.0,31.1,9061.73,工作日,阴,MD0B_300874,-0.406736643,-0.913545458,0.5,-0.866025404,2023,18
1017,11524.0,24.7,9061.73,工作日,阴,MD0B_300874,-0.207911691,-0.978147601,0.5,-0.866025404,2023,18
1018,11423.0,31.9,9061.73,工作日,晴,MD0B_300874,5.67e-16,-1.0,0.5,-0.866025404,2023,18
1019,9776.0,22.2,9061.73,周末,晴,MD0B_300874,0.207911691,-0.978147601,0.5,-0.866025404,2023,18
1020,11941.0,29.1,9061.73,周末,晴,MD0B_300874,0.406736643,-0.913545458,0.5,-0.866025404,2023,18
1021,11850.0,23.9,9061.73,工作日,小雨,MD0B_300874,0.587785252,-0.809016994,0.5,-0.866025404,2023,18
1022,15780.0,29.3,9061.73,工作日,小雨,MD0B_300874,0.743144825,-0.669130606,0.5,-0.866025404,2023,18
1023,12555.0,30.1,9061.73,工作日,阴,MD0B_300874,0.866025404,-0.5,0.5,-0.866025404,2023,18
1024,11323.0,31.8,9061.73,工作日,小雨,MD0B_300874,0.951056516,-0.309016994,0.5,-0.866025404,2023,18
1025,10366.0,31.1,9061.73,工作日,小雨,MD0B_300874,0.994521895,-0.104528463,0.5,-0.866025404,2023,18
1026,1700.0,30.6,8807.27,工作日,中雨,MD0C_300863,-1.13e-15,1.0,1.22e-16,-1.0,2023,19
1027,2116.0,34.9,8807.27,工作日,阴,MD0C_300863,-0.207911691,0.978147601,1.22e-16,-1.0,2023,19
1028,940.0,27.4,8807.27,工作日,晴,MD0C_300863,-0.406736643,0.913545458,1.22e-16,-1.0,2023,19
1029,1866.0,29.1,8807.27,工作日,中雨,MD0C_300863,-0.587785252,0.809016994,1.22e-16,-1.0,2023,19
1030,1550.0,27.4,8807.27,工作日,晴,MD0C_300863,-0.743144825,0.669130606,1.22e-16,-1.0,2023,19
1031,1873.0,33.1,8807.27,工作日,小雨,MD0C_300863,-0.866025404,0.5,1.22e-16,-1.0,2023,19
1032,1237.0,30.5,8807.27,端午,阴,MD0C_300863,-0.951056516,0.309016994,1.22e-16,-1.0,2023,19
1033,1433.0,31.4,8807.27,端午,晴,MD0C_300863,-0.994521895,0.104528463,1.22e-16,-1.0,2023,19
1034,1726.0,38.7,8807.27,端午,小雨,MD0C_300863,-0.994521895,-0.104528463,1.22e-16,-1.0,2023,19
1035,2723.0,35.5,8807.27,工作日,晴,MD0C_300863,-0.951056516,-0.309016994,1.22e-16,-1.0,2023,19
1036,2279.0,32.5,8807.27,工作日,中雨,MD0C_300863,-0.866025404,-0.5,1.22e-16,-1.0,2023,19
1037,1683.0,34.0,8807.27,工作日,晴,MD0C_300863,-0.743144825,-0.669130606,1.22e-16,-1.0,2023,19
1038,2428.0,39.0,8807.27,周末,阴,MD0C_300863,-0.587785252,-0.809016994,1.22e-16,-1.0,2023,19
1039,1949.0,27.6,8807.27,周末,阴,MD0C_300863,-0.406736643,-0.913545458,1.22e-16,-1.0,2023,19
1040,1696.0,36.6,8807.27,工作日,晴,MD0C_300863,-0.207911691,-0.978147601,1.22e-16,-1.0,2023,19
1041,1587.0,37.6,8807.27,工作日,中雨,MD0C_300863,5.67e-16,-1.0,1.22e-16,-1.0,2023,19
1042,1575.0,28.1,8807.27,工作日,中雨,MD0C_300863,0.406736643,-0.913545458,1.22e-16,-1.0,2023,19
1043,2792.0,32.1,8807.27,工作日,小雨,MD0C_300863,0.587785252,-0.809016994,1.22e-16,-1.0,2023,19
1044,1174.0,37.9,8807.27,周末,阴,MD0C_300863,0.743144825,-0.669130606,1.22e-16,-1.0,2023,19
1045,1324.0,31.9,8807.27,周末,小雨,MD0C_300863,0.866025404,-0.5,1.22e-16,-1.0,2023,19
1046,1461.0,32.4,8807.27,工作日,中雨,MD0C_300863,0.951056516,-0.309016994,1.22e-16,-1.0,2023,19
1047,2009.0,36.7,8807.27,工作日,小雨,MD0C_300863,0.994521895,-0.104528463,1.22e-16,-1.0,2023,19
1048,1691.0,33.8,8807.27,工作日,阴,MD0C_300863,0.994521895,0.104528463,1.22e-16,-1.0,2023,19
1049,1979.0,27.4,8807.27,工作日,小雨,MD0C_300863,0.951056516,0.309016994,1.22e-16,-1.0,2023,19
1050,1537.0,31.6,8807.27,工作日,阴,MD0C_300863,0.866025404,0.5,1.22e-16,-1.0,2023,19
1051,1564.0,31.1,8807.27,周末,小雨,MD0C_300863,0.743144825,0.669130606,1.22e-16,-1.0,2023,19
1052,1588.0,35.9,8807.27,周末,阴,MD0C_300863,0.587785252,0.809016994,1.22e-16,-1.0,2023,19
1053,1603.0,37.3,8807.27,工作日,中雨,MD0C_300863,0.406736643,0.913545458,1.22e-16,-1.0,2023,19
1054,2087.0,35.5,8807.27,工作日,晴,MD0C_300863,0.207911691,0.978147601,1.22e-16,-1.0,2023,19
1055,2284.0,25.1,8634.97,工作日,晴,MD0C_300863,0.207911691,0.978147601,0.5,-0.866025404,2023,19
1056,1837.0,30.8,8634.97,工作日,阴,MD0C_300863,-1.13e-15,1.0,0.5,-0.866025404,2023,19
1057,1864.0,24.3,8634.97,工作日,晴,MD0C_300863,-0.207911691,0.978147601,0.5,-0.866025404,2023,19
1058,1837.0,20.6,8634.97,周末,小雨,MD0C_300863,-0.406736643,0.913545458,0.5,-0.866025404,2023,19
1059,2169.0,29.3,8634.97,周末,阴,MD0C_300863,-0.587785252,0.809016994,0.5,-0.866025404,2023,19
1060,1480.0,24.5,8634.97,工作日,小雨,MD0C_300863,-0.743144825,0.669130606,0.5,-0.866025404,2023,19
1061,1941.0,24.5,8634.97,工作日,晴,MD0C_300863,-0.866025404,0.5,0.5,-0.866025404,2023,19
1062,2141.0,29.8,8634.97,工作日,小雨,MD0C_300863,-0.951056516,0.309016994,0.5,-0.866025404,2023,19
1063,1898.0,31.4,8634.97,工作日,晴,MD0C_300863,-0.994521895,0.104528463,0.5,-0.866025404,2023,19
1064,1629.0,29.2,8634.97,工作日,阴,MD0C_300863,-0.994521895,-0.104528463,0.5,-0.866025404,2023,19
1065,1627.0,29.0,8634.97,周末,小雨,MD0C_300863,-0.951056516,-0.309016994,0.5,-0.866025404,2023,19
1066,1945.0,22.1,8634.97,周末,阴,MD0C_300863,-0.866025404,-0.5,0.5,-0.866025404,2023,19
1067,1632.0,26.3,8634.97,工作日,阴,MD0C_300863,-0.743144825,-0.669130606,0.5,-0.866025404,2023,19
1068,3175.0,28.8,8634.97,工作日,晴,MD0C_300863,-0.587785252,-0.809016994,0.5,-0.866025404,2023,19
1069,2174.0,31.3,8634.97,工作日,阴,MD0C_300863,-0.406736643,-0.913545458,0.5,-0.866025404,2023,19
1070,1316.0,25.9,8634.97,工作日,晴,MD0C_300863,-0.207911691,-0.978147601,0.5,-0.866025404,2023,19
1071,1468.0,28.7,8634.97,工作日,小雨,MD0C_300863,5.67e-16,-1.0,0.5,-0.866025404,2023,19
1072,1329.0,31.9,8634.97,周末,阴,MD0C_300863,0.207911691,-0.978147601,0.5,-0.866025404,2023,19
1073,2498.0,23.2,8634.97,周末,阴,MD0C_300863,0.406736643,-0.913545458,0.5,-0.866025404,2023,19
1074,1761.0,23.1,8634.97,工作日,阴,MD0C_300863,0.587785252,-0.809016994,0.5,-0.866025404,2023,19
1075,1589.0,29.4,8634.97,工作日,小雨,MD0C_300863,0.743144825,-0.669130606,0.5,-0.866025404,2023,19
1076,1376.0,26.9,8634.97,工作日,晴,MD0C_300863,0.866025404,-0.5,0.5,-0.866025404,2023,19
1077,2282.0,29.5,8634.97,工作日,晴,MD0C_300863,0.951056516,-0.309016994,0.5,-0.866025404,2023,19
1078,1740.0,23.5,8634.97,工作日,小雨,MD0C_300863,0.994521895,-0.104528463,0.5,-0.866025404,2023,19
1079,2228.0,26.3,8634.97,周末,小雨,MD0C_300863,0.994521895,0.104528463,0.5,-0.866025404,2023,19
1080,8065.0,30.6,9853.37,工作日,中雨,MD0C_300873,-1.13e-15,1.0,1.22e-16,-1.0,2023,20
1081,8209.0,34.9,9853.37,工作日,阴,MD0C_300873,-0.207911691,0.978147601,1.22e-16,-1.0,2023,20
1082,7327.0,27.4,9853.37,工作日,晴,MD0C_300873,-0.406736643,0.913545458,1.22e-16,-1.0,2023,20
1083,9518.0,29.1,9853.37,工作日,中雨,MD0C_300873,-0.587785252,0.809016994,1.22e-16,-1.0,2023,20
1084,9203.0,27.4,9853.37,工作日,晴,MD0C_300873,-0.743144825,0.669130606,1.22e-16,-1.0,2023,20
1085,13436.0,33.1,9853.37,工作日,小雨,MD0C_300873,-0.866025404,0.5,1.22e-16,-1.0,2023,20
1086,11146.0,30.5,9853.37,端午,阴,MD0C_300873,-0.951056516,0.309016994,1.22e-16,-1.0,2023,20
1087,10188.0,31.4,9853.37,端午,晴,MD0C_300873,-0.994521895,0.104528463,1.22e-16,-1.0,2023,20
1088,9319.0,38.7,9853.37,端午,小雨,MD0C_300873,-0.994521895,-0.104528463,1.22e-16,-1.0,2023,20
1089,8392.0,35.5,9853.37,工作日,晴,MD0C_300873,-0.951056516,-0.309016994,1.22e-16,-1.0,2023,20
1090,6692.0,32.5,9853.37,工作日,中雨,MD0C_300873,-0.866025404,-0.5,1.22e-16,-1.0,2023,20
1091,10058.0,34.0,9853.37,工作日,晴,MD0C_300873,-0.743144825,-0.669130606,1.22e-16,-1.0,2023,20
1092,9254.0,39.0,9853.37,周末,阴,MD0C_300873,-0.587785252,-0.809016994,1.22e-16,-1.0,2023,20
1093,8988.0,27.6,9853.37,周末,阴,MD0C_300873,-0.406736643,-0.913545458,1.22e-16,-1.0,2023,20
1094,6142.0,36.6,9853.37,工作日,晴,MD0C_300873,-0.207911691,-0.978147601,1.22e-16,-1.0,2023,20
1095,7131.0,37.6,9853.37,工作日,中雨,MD0C_300873,5.67e-16,-1.0,1.22e-16,-1.0,2023,20
1096,6974.0,28.1,9853.37,工作日,中雨,MD0C_300873,0.406736643,-0.913545458,1.22e-16,-1.0,2023,20
1097,10043.0,32.1,9853.37,工作日,小雨,MD0C_300873,0.587785252,-0.809016994,1.22e-16,-1.0,2023,20
1098,9642.0,37.9,9853.37,周末,阴,MD0C_300873,0.743144825,-0.669130606,1.22e-16,-1.0,2023,20
1099,8078.0,31.9,9853.37,周末,小雨,MD0C_300873,0.866025404,-0.5,1.22e-16,-1.0,2023,20
1100,7414.0,32.4,9853.37,工作日,中雨,MD0C_300873,0.951056516,-0.309016994,1.22e-16,-1.0,2023,20
1101,8589.0,36.7,9853.37,工作日,小雨,MD0C_300873,0.994521895,-0.104528463,1.22e-16,-1.0,2023,20
1102,7171.0,33.8,9853.37,工作日,阴,MD0C_300873,0.994521895,0.104528463,1.22e-16,-1.0,2023,20
1103,8095.0,27.4,9853.37,工作日,小雨,MD0C_300873,0.951056516,0.309016994,1.22e-16,-1.0,2023,20
1104,9861.0,31.6,9853.37,工作日,阴,MD0C_300873,0.866025404,0.5,1.22e-16,-1.0,2023,20
1105,8192.0,31.1,9853.37,周末,小雨,MD0C_300873,0.743144825,0.669130606,1.22e-16,-1.0,2023,20
1106,7618.0,35.9,9853.37,周末,阴,MD0C_300873,0.587785252,0.809016994,1.22e-16,-1.0,2023,20
1107,8657.0,37.3,9853.37,工作日,中雨,MD0C_300873,0.406736643,0.913545458,1.22e-16,-1.0,2023,20
1108,7684.0,35.5,9853.37,工作日,晴,MD0C_300873,0.207911691,0.978147601,1.22e-16,-1.0,2023,20
1109,8534.0,25.1,9325.83,工作日,晴,MD0C_300873,0.207911691,0.978147601,0.5,-0.866025404,2023,20
1110,9046.0,30.8,9325.83,工作日,阴,MD0C_300873,-1.13e-15,1.0,0.5,-0.866025404,2023,20
1111,9617.0,24.3,9325.83,工作日,晴,MD0C_300873,-0.207911691,0.978147601,0.5,-0.866025404,2023,20
1112,9016.0,20.6,9325.83,周末,小雨,MD0C_300873,-0.406736643,0.913545458,0.5,-0.866025404,2023,20
1113,7801.0,29.3,9325.83,周末,阴,MD0C_300873,-0.587785252,0.809016994,0.5,-0.866025404,2023,20
1114,6805.0,24.5,9325.83,工作日,小雨,MD0C_300873,-0.743144825,0.669130606,0.5,-0.866025404,2023,20
1115,6477.0,24.5,9325.83,工作日,晴,MD0C_300873,-0.866025404,0.5,0.5,-0.866025404,2023,20
1116,7436.0,29.8,9325.83,工作日,小雨,MD0C_300873,-0.951056516,0.309016994,0.5,-0.866025404,2023,20
1117,7783.0,31.4,9325.83,工作日,晴,MD0C_300873,-0.994521895,0.104528463,0.5,-0.866025404,2023,20
1118,10416.0,29.2,9325.83,工作日,阴,MD0C_300873,-0.994521895,-0.104528463,0.5,-0.866025404,2023,20
1119,9150.0,29.0,9325.83,周末,小雨,MD0C_300873,-0.951056516,-0.309016994,0.5,-0.866025404,2023,20
1120,8461.0,22.1,9325.83,周末,阴,MD0C_300873,-0.866025404,-0.5,0.5,-0.866025404,2023,20
1121,6945.0,26.3,9325.83,工作日,阴,MD0C_300873,-0.743144825,-0.669130606,0.5,-0.866025404,2023,20
1122,7157.0,28.8,9325.83,工作日,晴,MD0C_300873,-0.587785252,-0.809016994,0.5,-0.866025404,2023,20
1123,6299.0,31.3,9325.83,工作日,阴,MD0C_300873,-0.406736643,-0.913545458,0.5,-0.866025404,2023,20
1124,6845.0,25.9,9325.83,工作日,晴,MD0C_300873,-0.207911691,-0.978147601,0.5,-0.866025404,2023,20
1125,8865.0,28.7,9325.83,工作日,小雨,MD0C_300873,5.67e-16,-1.0,0.5,-0.866025404,2023,20
1126,8331.0,31.9,9325.83,周末,阴,MD0C_300873,0.207911691,-0.978147601,0.5,-0.866025404,2023,20
1127,8597.0,23.2,9325.83,周末,阴,MD0C_300873,0.406736643,-0.913545458,0.5,-0.866025404,2023,20
1128,7329.0,23.1,9325.83,工作日,阴,MD0C_300873,0.587785252,-0.809016994,0.5,-0.866025404,2023,20
1129,8245.0,29.4,9325.83,工作日,小雨,MD0C_300873,0.743144825,-0.669130606,0.5,-0.866025404,2023,20
1130,5786.0,26.9,9325.83,工作日,晴,MD0C_300873,0.866025404,-0.5,0.5,-0.866025404,2023,20
1131,6912.0,29.5,9325.83,工作日,晴,MD0C_300873,0.951056516,-0.309016994,0.5,-0.866025404,2023,20
1132,7383.0,23.5,9325.83,工作日,小雨,MD0C_300873,0.994521895,-0.104528463,0.5,-0.866025404,2023,20
1133,8259.0,26.3,9325.83,周末,小雨,MD0C_300873,0.994521895,0.104528463,0.5,-0.866025404,2023,20
1134,10837.0,30.6,9600.4,工作日,中雨,MD0C_300874,-1.13e-15,1.0,1.22e-16,-1.0,2023,21
1135,11218.0,34.9,9600.4,工作日,阴,MD0C_300874,-0.207911691,0.978147601,1.22e-16,-1.0,2023,21
1136,10014.0,27.4,9600.4,工作日,晴,MD0C_300874,-0.406736643,0.913545458,1.22e-16,-1.0,2023,21
1137,9519.0,29.1,9600.4,工作日,中雨,MD0C_300874,-0.587785252,0.809016994,1.22e-16,-1.0,2023,21
1138,10450.0,27.4,9600.4,工作日,晴,MD0C_300874,-0.743144825,0.669130606,1.22e-16,-1.0,2023,21
1139,13911.0,33.1,9600.4,工作日,小雨,MD0C_300874,-0.866025404,0.5,1.22e-16,-1.0,2023,21
1140,13223.0,30.5,9600.4,端午,阴,MD0C_300874,-0.951056516,0.309016994,1.22e-16,-1.0,2023,21
1141,12735.0,31.4,9600.4,端午,晴,MD0C_300874,-0.994521895,0.104528463,1.22e-16,-1.0,2023,21
1142,13281.0,38.7,9600.4,端午,小雨,MD0C_300874,-0.994521895,-0.104528463,1.22e-16,-1.0,2023,21
1143,10499.0,35.5,9600.4,工作日,晴,MD0C_300874,-0.951056516,-0.309016994,1.22e-16,-1.0,2023,21
1144,10801.0,32.5,9600.4,工作日,中雨,MD0C_300874,-0.866025404,-0.5,1.22e-16,-1.0,2023,21
1145,12483.0,34.0,9600.4,工作日,晴,MD0C_300874,-0.743144825,-0.669130606,1.22e-16,-1.0,2023,21
1146,11572.0,39.0,9600.4,周末,阴,MD0C_300874,-0.587785252,-0.809016994,1.22e-16,-1.0,2023,21
1147,10639.0,27.6,9600.4,周末,阴,MD0C_300874,-0.406736643,-0.913545458,1.22e-16,-1.0,2023,21
1148,9730.0,36.6,9600.4,工作日,晴,MD0C_300874,-0.207911691,-0.978147601,1.22e-16,-1.0,2023,21
1149,9680.0,37.6,9600.4,工作日,中雨,MD0C_300874,5.67e-16,-1.0,1.22e-16,-1.0,2023,21
1150,10564.0,28.1,9600.4,工作日,中雨,MD0C_300874,0.406736643,-0.913545458,1.22e-16,-1.0,2023,21
1151,12376.0,32.1,9600.4,工作日,小雨,MD0C_300874,0.587785252,-0.809016994,1.22e-16,-1.0,2023,21
1152,13079.0,37.9,9600.4,周末,阴,MD0C_300874,0.743144825,-0.669130606,1.22e-16,-1.0,2023,21
1153,11153.0,31.9,9600.4,周末,小雨,MD0C_300874,0.866025404,-0.5,1.22e-16,-1.0,2023,21
1154,8933.0,32.4,9600.4,工作日,中雨,MD0C_300874,0.951056516,-0.309016994,1.22e-16,-1.0,2023,21
1155,10024.0,36.7,9600.4,工作日,小雨,MD0C_300874,0.994521895,-0.104528463,1.22e-16,-1.0,2023,21
1156,10418.0,33.8,9600.4,工作日,阴,MD0C_300874,0.994521895,0.104528463,1.22e-16,-1.0,2023,21
1157,11047.0,27.4,9600.4,工作日,小雨,MD0C_300874,0.951056516,0.309016994,1.22e-16,-1.0,2023,21
1158,11193.0,31.6,9600.4,工作日,阴,MD0C_300874,0.866025404,0.5,1.22e-16,-1.0,2023,21
1159,10152.0,31.1,9600.4,周末,小雨,MD0C_300874,0.743144825,0.669130606,1.22e-16,-1.0,2023,21
1160,10786.0,35.9,9600.4,周末,阴,MD0C_300874,0.587785252,0.809016994,1.22e-16,-1.0,2023,21
